"id","type","area","floors","rooms","bathrooms","price","condition","city","district"
358,"apartment",106,1,2,3,11087239,"semi finished","Dakahlia","Bani Ubaid"
359,"studio",137,2,3,3,12112303,"fully finished","Giza","Abu Rawash"
386,"office",285,2,2,2,4543295,"luxury finished","Matrouh","Al-Nagila"
360,"apartment",85,2,2,3,9448454,"not finished","Luxor","Al Qarna"
361,"studio",237,1,2,3,4336002,"luxury finished","Assiut","Assiut"
387,"duplex",85,2,1,1,9868320,"semi finished","Ismailia","Ismailia"
362,"apartment",124,2,3,2,4872827,"not finished","Port Said","Alarab"
363,"apartment",208,1,2,3,10984321,"not finished","Fayoum","Hadqa"
388,"apartment",82,3,1,2,11545588,"fully finished","New Valley","Mout"
364,"duplex",279,3,1,2,3584699,"luxury finished","Beheira","Housh Eissa"
365,"town house",292,3,1,1,14763576,"not finished","Assiut","Sidfa"
389,"town house",199,3,2,2,13919591,"luxury finished","Sharkia","Hehia"
366,"office",153,3,3,3,1755316,"semi finished","Minya","Mattay"
367,"studio",206,2,1,3,4648507,"fully finished","Kafr El Sheikh","Metobas"
390,"studio",251,2,3,2,13847956,"semi finished","Sharkia","Mashtoul El Souq"
368,"town house",221,2,2,1,11299409,"semi finished","Port Said","PorSaid"
369,"villa",178,2,3,3,7707375,"fully finished","Sohag","Jahina Al Gharbia"
391,"apartment",226,1,2,1,3508145,"luxury finished","North Sinai","Rafah"
370,"office",194,2,2,2,9440171,"luxury finished","Beheira","Badr"
371,"villa",193,1,1,3,11540863,"luxury finished","Minya","Bani Mazar"
392,"apartment",180,3,2,2,1313650,"luxury finished","Kafr El Sheikh","Desouq"
372,"apartment",220,3,2,3,3981426,"luxury finished","Sohag","Jahina Al Gharbia"
373,"duplex",272,1,3,2,10630923,"luxury finished","Luxor","Al ziynia"
393,"apartment",270,3,1,3,14442586,"fully finished","Qalyubia","Khosous"
374,"villa",168,1,3,3,13644723,"not finished","Beheira","Housh Eissa"
375,"duplex",277,3,2,3,12408102,"semi finished","Red Sea","Ras Ghareb"
394,"studio",291,3,3,2,1373373,"semi finished","Beheira","Housh Eissa"
376,"villa",184,2,3,2,10138196,"semi finished","Port Said","Mubarak"
377,"villa",296,3,3,1,10900945,"not finished","Assiut","Sidfa"
395,"villa",230,1,3,1,10325529,"semi finished","Menofia","Sars El-Layan"
396,"villa",268,3,3,2,10012905,"not finished","Fayoum","Sayala"
397,"studio",297,2,1,3,5641599,"fully finished","Luxor","New Tiba"
398,"shop",187,2,1,2,14997103,"fully finished","Beni Suef","Mokbel"
399,"apartment",122,2,1,1,13638111,"not finished","Sohag","almunsha'a"
400,"apartment",255,3,2,1,1610961,"semi finished","New Valley","Dakhla"
401,"shop",246,2,2,2,10213217,"luxury finished","Minya","Samalut"
402,"villa",159,1,1,3,8078700,"fully finished","Ismailia","Kasasien El Gedida"
403,"villa",115,2,3,3,6682190,"fully finished","Cairo","Obour City"
1583,"shop",285,3,2,3,10779551,"not finished","Alexandria","Alhadra"
404,"shop",228,3,2,3,1489673,"luxury finished","Beheira","Abu Homs"
405,"duplex",80,3,1,2,12358543,"semi finished","Cairo","New Cairo"
406,"office",160,3,1,3,12345784,"not finished","Assiut","Abu Tig"
407,"studio",244,3,1,3,5463331,"not finished","Port Said","Port Fouad"
408,"shop",98,3,1,2,10334387,"luxury finished","Damietta","Kafr El-Batikh"
409,"office",258,1,1,3,14145699,"semi finished","Matrouh","Siwa"
410,"office",224,2,3,1,13415303,"not finished","Luxor","Al Qarna"
411,"apartment",268,2,2,2,1718347,"semi finished","Fayoum","Epschway"
412,"shop",161,3,1,2,12497716,"semi finished","Aswan","Kom Ombo"
413,"office",122,2,3,1,14588832,"not finished","Dakahlia","tami al'amdid"
414,"studio",106,2,2,2,7867583,"luxury finished","Luxor","New Tiba"
415,"office",188,1,2,2,1942486,"semi finished","Sharkia","Abu Kabir"
416,"shop",170,2,1,2,13704461,"luxury finished","Cairo","New Heliopolis"
417,"town house",248,1,2,2,5045517,"fully finished","Red Sea","Marsa Alam"
418,"apartment",252,3,2,1,13385350,"luxury finished","Beheira","New Nubaria"
419,"studio",82,1,2,3,13601419,"semi finished","Cairo","15 May"
420,"studio",186,3,1,3,8886257,"luxury finished","Gharbia","El Santa"
421,"shop",271,3,1,3,8870838,"semi finished","Beheira","Wadi Natrun"
422,"apartment",125,2,1,3,6410691,"semi finished","New Valley","El Kharga"
423,"duplex",142,2,2,1,5733630,"semi finished","Ismailia","Fayed"
424,"office",186,3,2,2,1644010,"luxury finished","Qena","Qaft"
425,"town house",283,1,2,2,4026254,"fully finished","Giza","Faisal"
426,"villa",195,3,2,1,11514670,"luxury finished","Beheira","Wadi Natrun"
427,"duplex",228,3,3,2,11001672,"luxury finished","Beni Suef","Fashn"
428,"villa",217,3,1,1,6395969,"luxury finished","Beni Suef","Somasta"
429,"shop",283,1,3,1,7163586,"luxury finished","Red Sea","Ras Ghareb"
430,"studio",292,1,1,3,13278571,"fully finished","Menofia","Tala"
431,"studio",281,3,1,2,1879231,"luxury finished","Beheira","Abu Homs"
432,"duplex",99,2,1,1,4628247,"fully finished","Sohag","Tahta"
433,"town house",199,1,3,3,14023165,"not finished","Minya","Deir Mawas"
434,"shop",273,2,3,1,5487658,"not finished","Sohag","Tama"
435,"shop",291,1,3,2,1350149,"fully finished","Sohag","Akhmeem"
436,"office",291,2,2,2,5081827,"semi finished","Giza","Al-Bawaiti"
437,"town house",180,2,1,2,5461761,"fully finished","Kafr El Sheikh","Sidi Salm"
438,"apartment",287,3,3,2,5633608,"luxury finished","Port Said","Alarab"
439,"town house",151,2,3,1,9306296,"not finished","Dakahlia","Mansoura"
440,"duplex",263,2,2,1,11107086,"luxury finished","Aswan","Drau"
441,"apartment",121,2,3,3,1216232,"fully finished","North Sinai","Nakhl"
442,"apartment",221,2,2,2,10526189,"not finished","Minya","Magagha"
443,"apartment",223,3,2,1,3805367,"luxury finished","Sohag","Tama"
444,"duplex",181,1,2,2,14352627,"semi finished","Kafr El Sheikh","Fooh"
445,"duplex",118,3,2,3,1925785,"semi finished","Ismailia","El Tal El Kabier"
446,"apartment",129,1,2,2,2862061,"luxury finished","South Sinai","Sharm El-Shaikh"
447,"town house",194,3,3,3,9553254,"semi finished","Cairo","Ataba"
448,"villa",273,3,3,3,13590719,"semi finished","North Sinai","Arish"
449,"duplex",230,1,3,3,10007439,"semi finished","Alexandria","North Coast/sahel"
450,"studio",273,2,2,2,2776764,"semi finished","Dakahlia","Bani Ubaid"
451,"office",237,2,1,1,9269079,"fully finished","Gharbia","Tanta"
452,"office",281,2,3,2,14385164,"luxury finished","Qena","Alwaqf"
453,"villa",124,3,2,1,5320004,"fully finished","South Sinai","Saint Catherine"
2772,"town house",212,1,3,2,14842312,"luxury finished","Giza","Moneeb"
454,"apartment",97,2,1,1,8140994,"luxury finished","Port Said","Aldawahi"
455,"duplex",159,1,2,2,6877060,"semi finished","Fayoum","Fayoum El Gedida"
456,"villa",219,2,2,3,8529897,"not finished","Kafr El Sheikh","Qellen"
457,"duplex",86,1,3,3,6432630,"fully finished","Menofia","Menouf"
458,"town house",255,1,3,1,14634393,"not finished","Beheira","Rashid"
459,"office",195,2,3,1,3375342,"fully finished","Sohag","Tahta"
460,"duplex",252,1,2,3,6503321,"luxury finished","Dakahlia","Sherbin"
461,"villa",238,1,1,1,7070530,"luxury finished","Suez","Ataqah"
462,"villa",96,3,3,1,3384611,"not finished","Assiut","Qusiya"
463,"office",259,1,1,1,3061372,"not finished","Beni Suef","Fashn"
464,"studio",184,1,3,1,2311878,"luxury finished","Luxor","Armant"
465,"town house",165,2,1,1,13342300,"semi finished","Alexandria","Al Mafrouza"
466,"shop",106,3,3,2,14660768,"not finished","Fayoum","Hadqa"
467,"villa",222,3,1,1,12687020,"not finished","Damietta","Kafr El-Batikh"
468,"office",174,1,2,2,5162828,"luxury finished","Ismailia","El Tal El Kabier"
469,"shop",275,3,1,2,2643446,"not finished","Qalyubia","Mostorod"
470,"villa",105,1,1,2,8472125,"luxury finished","South Sinai","Ras Sidr"
471,"shop",224,1,3,3,12625770,"luxury finished","Matrouh","Al-Nagila"
472,"studio",196,3,1,2,1329250,"not finished","Suez","Faysal"
473,"town house",154,2,2,1,4480539,"not finished","Sohag","Tama"
474,"duplex",182,1,3,3,8444918,"luxury finished","Red Sea","Safaga"
475,"villa",237,2,3,1,3966262,"not finished","Ismailia","Nefesha"
476,"town house",130,3,3,1,2225878,"not finished","Qena","Naqada"
477,"shop",178,1,1,2,14593945,"semi finished","Kafr El Sheikh","Masief Baltim"
478,"town house",82,2,2,1,13228492,"luxury finished","Dakahlia","Bani Ubaid"
479,"villa",92,2,3,2,13832853,"semi finished","Damietta","New Damietta"
480,"studio",191,1,3,2,6692699,"semi finished","Fayoum","Snores"
481,"apartment",104,1,1,3,10218333,"fully finished","Menofia","Sars El-Layan"
482,"town house",259,2,1,2,8090137,"fully finished","Kafr El Sheikh","Desouq"
483,"duplex",87,2,3,1,12143222,"not finished","Minya","Abu Qurqas"
484,"apartment",151,1,3,1,2078213,"luxury finished","Minya","Bani Mazar"
485,"duplex",244,1,3,1,8712114,"semi finished","Qalyubia","Obour"
486,"town house",98,2,1,2,4560134,"semi finished","Fayoum","Fayoum El Gedida"
487,"apartment",239,2,2,1,7219921,"fully finished","Beheira","Rahmaniyah"
488,"office",254,2,2,1,10606104,"fully finished","Ismailia","Fayed"
489,"shop",150,2,1,1,13133548,"not finished","South Sinai","Abu Zenaima"
490,"apartment",247,3,3,1,13773750,"fully finished","Minya","El Adwa"
491,"office",203,3,2,2,4772485,"not finished","Dakahlia","El Kurdi"
492,"apartment",89,2,2,3,5944741,"semi finished","Aswan","Al Sibaeia"
493,"studio",154,3,2,3,10685636,"not finished","Gharbia","Samannoud"
494,"apartment",292,2,3,3,14037730,"semi finished","Dakahlia","Al Manzala"
495,"town house",185,1,2,1,1035267,"luxury finished","Menofia","Ashmon"
496,"shop",136,3,3,3,13273222,"fully finished","Suez","Ataqah"
497,"office",234,2,1,1,13124497,"not finished","North Sinai","Rafah"
498,"shop",128,3,2,2,5400952,"fully finished","Qena","Farshout"
499,"town house",190,2,1,3,10454910,"luxury finished","Damietta","New Damietta"
500,"duplex",146,2,3,2,3089117,"luxury finished","New Valley","El Kharga"
501,"office",124,1,2,2,6743625,"luxury finished","Gharbia","Basion"
502,"apartment",174,2,1,1,12301060,"fully finished","Matrouh","Marina"
503,"villa",177,2,3,1,14234380,"fully finished","Ismailia","Qantara Sharq"
1584,"villa",286,2,1,1,4640698,"fully finished","Fayoum","Sayala"
504,"studio",292,1,3,1,9234200,"luxury finished","Aswan","Edfu"
505,"town house",157,2,1,1,14146720,"semi finished","Fayoum","Tamiya"
506,"office",290,2,3,2,8098841,"fully finished","Minya","Meloy"
507,"apartment",101,2,3,1,2931258,"fully finished","Qena","Qaft"
508,"studio",202,2,3,3,14382820,"fully finished","Port Said","Aldawahi"
509,"apartment",293,1,1,3,13082828,"luxury finished","Port Said","Zohour"
510,"office",210,1,3,1,4874394,"luxury finished","Aswan","Edfu"
511,"duplex",274,2,1,3,10264433,"not finished","Luxor","New Tiba"
512,"duplex",122,1,3,1,12654465,"fully finished","Beni Suef","Somasta"
513,"studio",289,1,3,1,13727791,"not finished","Giza","Dokki"
514,"shop",232,1,2,1,4884221,"semi finished","Damietta","Faraskour"
515,"office",244,3,2,3,10021583,"not finished","Damietta","Damietta"
516,"shop",88,2,3,3,13253571,"fully finished","Sohag","Jahina Al Gharbia"
517,"shop",218,2,1,3,6816445,"not finished","Damietta","Meet Abou Ghalib"
518,"apartment",150,2,2,2,6749648,"luxury finished","Red Sea","Shalatin"
519,"office",184,3,1,3,4774163,"fully finished","Suez","Ataqah"
520,"studio",242,3,3,2,6610057,"fully finished","Beni Suef","Naser"
521,"shop",88,2,2,1,5929796,"fully finished","Kafr El Sheikh","Hamol"
522,"town house",241,3,3,1,10901703,"luxury finished","Menofia","Al Shohada"
523,"duplex",253,1,1,3,11898008,"fully finished","Matrouh","North Coast"
524,"shop",98,2,2,1,6459540,"not finished","Suez","Suez"
525,"villa",234,1,2,1,3066780,"semi finished","Gharbia","Qutour"
526,"town house",105,3,1,2,10458248,"fully finished","Kafr El Sheikh","Burg Al Burullus"
527,"office",112,3,3,1,13881874,"fully finished","Beni Suef","beba"
528,"town house",146,3,1,1,4271008,"luxury finished","Menofia","Quesna"
529,"villa",205,2,3,1,3612997,"semi finished","Damietta","Zarqa"
530,"duplex",260,1,1,2,3536544,"semi finished","Damietta","Faraskour"
531,"office",255,3,2,1,13361390,"not finished","Port Said","Aldawahi"
532,"apartment",155,2,1,2,3305619,"fully finished","Sharkia","Deirb Negm"
533,"shop",182,1,2,3,5240866,"not finished","Kafr El Sheikh","Metobas"
534,"shop",168,1,3,2,9087648,"luxury finished","Kafr El Sheikh","Riyadh"
535,"villa",133,1,1,2,12953729,"fully finished","Cairo","Madinty"
536,"villa",284,1,3,2,14908672,"not finished","Dakahlia","Talkha"
537,"shop",96,2,1,2,10279510,"semi finished","Red Sea","Ras Ghareb"
538,"town house",157,2,2,3,1079299,"semi finished","Fayoum","Sayala"
539,"office",237,3,1,3,2565716,"not finished","Qalyubia","Obour"
540,"shop",85,3,2,2,12787590,"semi finished","North Sinai","Sheikh Zowaid"
541,"town house",267,3,1,2,4161045,"not finished","Alexandria","Glim"
542,"town house",284,2,2,3,12400441,"luxury finished","Dakahlia","Mahalat Damana"
543,"apartment",189,2,2,1,11861642,"luxury finished","Dakahlia","Nabroh"
544,"office",266,1,2,3,13962387,"luxury finished","Qena","New Qena"
545,"villa",100,3,1,1,9809759,"luxury finished","Damietta","alruwda"
546,"office",175,3,1,3,4119958,"semi finished","Aswan","Al-Radisiyah"
547,"studio",189,1,2,2,12268573,"fully finished","Kafr El Sheikh","Sidi Ghazi"
548,"apartment",98,2,3,1,3808664,"fully finished","South Sinai","Saint Catherine"
549,"villa",90,3,3,2,4930639,"semi finished","Dakahlia","Sherbin"
550,"villa",87,3,2,1,8264414,"luxury finished","North Sinai","Bir al-Abed"
551,"shop",85,2,3,1,12017606,"fully finished","Suez","Faysal"
552,"duplex",122,1,2,1,6517811,"semi finished","Cairo","Zamalek"
553,"shop",283,3,3,3,11733969,"fully finished","Kafr El Sheikh","Masief Baltim"
5189,"town house",117,1,2,2,6977365,"not finished","Port Said","Alsharq"
554,"duplex",234,2,1,1,5569153,"not finished","Beni Suef","Naser"
555,"shop",149,3,2,1,6236834,"semi finished","Beheira","Itai Baroud"
556,"shop",295,2,1,3,8354848,"luxury finished","Luxor","New Tiba"
557,"office",223,3,1,1,1835911,"semi finished","Dakahlia","El Kurdi"
558,"apartment",197,2,2,2,5205759,"luxury finished","Beheira","Mahmoudiyah"
559,"duplex",130,2,1,3,4196051,"not finished","Menofia","Sars El-Layan"
560,"office",100,2,2,2,2356740,"not finished","Dakahlia","Belqas"
561,"town house",260,3,3,3,3317555,"fully finished","Sohag","Gerga"
562,"shop",266,3,2,3,13649433,"not finished","Red Sea","Shalatin"
563,"office",123,1,1,1,13601853,"fully finished","Sohag","Saqilatuh"
564,"duplex",289,3,1,1,12202782,"not finished","Red Sea","Halaib"
565,"shop",226,3,2,3,5676488,"not finished","New Valley","Mout"
566,"office",195,2,3,3,10980854,"semi finished","Suez","Ain Sokhna"
567,"villa",156,1,1,1,13923891,"fully finished","Cairo","El Daher"
568,"shop",290,1,1,2,9204239,"fully finished","Gharbia","Qutour"
569,"studio",179,1,1,1,14052202,"luxury finished","Suez","Suez"
570,"office",236,2,1,2,1294379,"fully finished","Red Sea","Halaib"
571,"town house",186,3,2,2,4916897,"luxury finished","Aswan","Aswan El Gedida"
572,"duplex",255,1,1,1,12150596,"fully finished","Luxor","Luxor"
573,"office",299,2,3,3,10765404,"fully finished","Alexandria","Stanley"
574,"apartment",282,1,1,2,1979610,"not finished","Qena","Abu Tesht"
575,"shop",252,3,2,1,12640068,"not finished","Beni Suef","Fashn"
576,"office",224,3,1,2,7048401,"fully finished","North Sinai","Sheikh Zowaid"
577,"office",233,2,2,2,10786141,"not finished","Luxor","Al Qarna"
578,"apartment",298,1,2,2,11155749,"fully finished","New Valley","Farafra"
579,"town house",166,2,2,2,7780307,"fully finished","North Sinai","Rafah"
580,"villa",117,3,1,1,4027782,"semi finished","Luxor","New Tiba"
581,"apartment",176,3,2,1,12427465,"fully finished","Gharbia","Zefta"
582,"apartment",253,2,3,2,12198578,"luxury finished","Luxor","Esna"
583,"office",160,3,3,3,3003258,"luxury finished","Dakahlia","Mitt Ghamr"
584,"villa",190,1,3,2,13869316,"semi finished","Aswan","Aswan El Gedida"
585,"town house",239,2,3,1,14577486,"luxury finished","Qena","Farshout"
586,"apartment",176,3,3,1,1765886,"semi finished","Beni Suef","beba"
587,"office",198,3,1,1,11251359,"not finished","Qalyubia","Obour"
588,"studio",143,3,3,1,14697550,"not finished","South Sinai","Saint Catherine"
589,"office",181,2,2,2,11655797,"luxury finished","Cairo","New Nozha"
590,"apartment",285,3,1,1,4917060,"not finished","Matrouh","Alamein"
591,"duplex",218,3,1,3,5874152,"fully finished","Beni Suef","Fashn"
592,"office",141,3,2,2,3903506,"fully finished","Port Said","Alsharq"
593,"town house",244,2,2,1,5846237,"fully finished","Sohag","Jahina Al Gharbia"
594,"studio",219,2,1,1,8559869,"fully finished","Luxor","Al ziynia"
595,"studio",163,2,1,3,2432701,"not finished","Beni Suef","Ehnasia"
596,"shop",220,3,2,1,6646234,"luxury finished","Beheira","Delengat"
597,"studio",190,2,1,2,1082445,"luxury finished","Cairo","Garden City"
598,"duplex",103,1,2,3,7891199,"luxury finished","South Sinai","Ras Sidr"
599,"town house",163,3,3,3,1391584,"fully finished","Qalyubia","Shubra Al Khaimah"
600,"apartment",260,3,3,2,14504057,"luxury finished","Beni Suef","Mokbel"
601,"studio",111,1,1,2,7304811,"luxury finished","Minya","Bani Mazar"
602,"villa",93,2,2,2,14382110,"not finished","Alexandria","Victoria"
603,"apartment",239,2,1,1,2881811,"fully finished","Fayoum","Etsa"
1585,"studio",152,3,3,3,10660981,"fully finished","Beheira","Rahmaniyah"
604,"duplex",287,2,1,2,13248889,"luxury finished","South Sinai","Saint Catherine"
605,"studio",272,1,2,3,1276082,"semi finished","Ismailia","Sheikh Zayed"
606,"shop",171,1,3,3,3806542,"fully finished","Menofia","Quesna"
607,"studio",223,1,1,3,6485284,"luxury finished","Beni Suef","beba"
608,"studio",247,2,3,2,3368649,"semi finished","Giza","Faisal"
609,"duplex",104,2,1,3,7176651,"not finished","Dakahlia","Belqas"
610,"office",223,3,1,1,9887610,"fully finished","Red Sea","Ras Ghareb"
611,"shop",97,2,1,1,1159395,"luxury finished","South Sinai","Saint Catherine"
612,"villa",145,2,2,1,13827667,"not finished","Menofia","Sadat City"
613,"town house",220,2,2,2,10950165,"luxury finished","Assiut","Assiut"
614,"duplex",291,2,1,2,10928859,"fully finished","Sohag","Albalina"
615,"office",113,2,2,2,9312802,"semi finished","Assiut","El Badari"
616,"duplex",281,1,2,2,3721869,"not finished","Cairo","Aldarb Alahmar"
617,"shop",110,1,1,2,9372982,"not finished","Giza","Sixth of October"
618,"apartment",229,3,3,1,11094994,"not finished","Dakahlia","Dekernes"
619,"office",92,3,1,2,3005590,"not finished","Gharbia","Al Mahalla Al Kobra"
620,"apartment",244,3,3,2,12342296,"fully finished","Matrouh","Marina"
621,"shop",141,1,3,1,5304488,"luxury finished","Beheira","Edco"
622,"office",98,1,2,2,4061158,"luxury finished","New Valley","Balat"
623,"villa",80,3,2,3,2461856,"fully finished","Sharkia","Husseiniya"
